# wolfy english lexicon v1
# generated	2026-08-22
# source	Princeton WordNet 3.0 — леммы и таблицы исключений (*.exc)
# source	Brown Corpus (NLTK, universal tagset) — частотность и служебные части речи
# note	уровень CEFR выведен из частотности, официальной разметкой не является
# words	77675
# irregular	4377
# top	0
W	significance	n	4.8	A2
W	significant	a	4.9	A2
W	significantly	r	4.2	B1
W	signification	n	0.0	C2
W	significative	a	0.0	C2
W	signified	n	3.2	C1
W	signifier	n	0.0	C2
W	signify	v	3.2	C1
W	signing	n	3.8	B2
W	signior	n	0.0	C2
W	signor	n	3.2	C1
W	signora	n	3.4	C1
W	signore	n	2.9	C2
W	signorina	n	0.0	C2
W	signory	n	0.0	C2
W	signpost	nv	3.2	C1
W	sigurd	n	0.0	C2
W	sigyn	n	0.0	C2
W	sihasapa	n	0.0	C2
W	sika	n	0.0	C2
W	sikh	an	0.0	C2
W	sikhism	n	0.0	C2
W	sikkim	n	0.0	C2
W	sikorsky	n	0.0	C2
W	silage	n	0.0	C2
W	sild	n	0.0	C2
W	sildenafil	n	0.0	C2
W	silence	nv	4.7	B1
W	silenced	a	3.6	B2
W	silencer	n	0.0	C2
W	silene	n	0.0	C2
W	silent	a	4.6	B1
W	silently	r	4.2	B1
W	silents	n	0.0	C2
W	silenus	n	0.0	C2
W	silesia	n	3.2	C1
W	silex	n	0.0	C2
W	silhouette	nv	3.5	C1
W	silica	n	3.2	C1
W	silicate	n	2.9	C2
W	siliceous	a	0.0	C2
W	silicide	n	0.0	C2
W	silicious	a	0.0	C2
W	silicle	n	0.0	C2
W	silicon	n	3.2	C1
W	silicone	n	2.9	C2
W	silicosis	n	0.0	C2
W	siliqua	n	0.0	C2
W	silique	n	0.0	C2
W	silk	n	4.0	B2
W	silken	a	2.9	C2
W	silkgrass	n	0.0	C2
W	silkily	r	0.0	C2
W	silkiness	n	0.0	C2
W	silklike	a	0.0	C2
W	silks	n	0.0	C2
W	silkscreen	nv	0.0	C2
W	silkweed	n	0.0	C2
W	silkwood	n	0.0	C2
W	silkworm	n	0.0	C2
W	silky	a	2.9	C2
W	sill	n	3.5	C1
W	sillabub	n	0.0	C2
W	sillaginidae	n	0.0	C2
W	sillago	n	0.0	C2
W	silliness	n	0.0	C2
W	sills	n	0.0	C2
W	silly	an	4.1	B2
W	silo	n	2.9	C2
W	siloxane	n	0.0	C2
W	silphium	n	0.0	C2
W	silt	nv	0.0	C2
W	siltstone	n	0.0	C2
W	silty	a	0.0	C2
W	silurian	n	0.0	C2
W	silurid	n	0.0	C2
W	siluridae	n	0.0	C2
W	siluriformes	n	0.0	C2
W	silurus	n	0.0	C2
W	silva	n	0.0	C2
W	silvan	an	0.0	C2
W	silvanus	n	0.0	C2
W	silver	anv	4.4	B1
W	silverback	n	0.0	C2
W	silverberry	n	0.0	C2
W	silverbush	n	0.0	C2
W	silverfish	n	0.0	C2
W	silverish	a	0.0	C2
W	silvern	a	0.0	C2
W	silverplate	v	0.0	C2
W	silverpoint	n	0.0	C2
W	silverrod	n	0.0	C2
W	silverside	n	0.0	C2
W	silversides	n	0.0	C2
W	silversmith	n	0.0	C2
W	silverspot	n	0.0	C2
W	silverstein	n	0.0	C2
W	silversword	n	0.0	C2
W	silvertip	n	0.0	C2
W	silvervine	n	0.0	C2
W	silverware	n	0.0	C2
W	silverweed	n	0.0	C2
W	silverwork	n	0.0	C2
W	silverworker	n	0.0	C2
W	silvery	a	3.2	C1
W	silvex	n	0.0	C2
W	silvia	n	0.0	C2
W	silviculture	n	0.0	C2
W	silybum	n	0.0	C2
W	sima	n	0.0	C2
W	simal	n	0.0	C2
W	simarouba	n	0.0	C2
W	simaroubaceae	n	0.0	C2
W	simazine	n	0.0	C2
W	simenon	n	0.0	C2
W	simeon	n	0.0	C2
W	simian	an	0.0	C2
W	similar	a	5.1	A2
W	similarity	n	3.9	B2
W	similarly	r	4.5	B1
W	simile	n	2.9	C2
W	similitude	n	3.7	B2
W	simmer	nv	3.6	B2
W	simmering	n	0.0	C2
W	simmpleness	n	0.0	C2
W	simnel	n	0.0	C2
W	simoleons	n	0.0	C2
W	simon	n	3.5	C1
W	simonise	v	0.0	C2
W	simoniz	n	0.0	C2
W	simonize	v	0.0	C2
W	simony	n	0.0	C2
W	simoom	n	0.0	C2
W	simoon	n	0.0	C2
W	simper	nv	0.0	C2
W	simperer	n	0.0	C2
W	simperingly	r	0.0	C2
W	simple	an	5.1	A2
W	simpleness	n	0.0	C2
W	simpleton	n	2.9	C2
W	simplex	a	2.9	C2
W	simplicity	n	4.1	B2
W	simplification	n	0.0	C2
W	simplified	a	3.9	B2
W	simplify	v	3.9	B2
W	simplism	n	0.0	C2
W	simplistic	a	3.2	C1
W	simply	r	5.2	A2
W	simpson	n	3.6	B2
W	simulacrum	n	0.0	C2
W	simulate	v	3.5	C1
W	simulated	a	3.8	B2
W	simulation	n	3.2	C1
W	simulator	n	0.0	C2
W	simulcast	n	0.0	C2
W	simuliidae	n	0.0	C2
W	simulium	n	0.0	C2
W	simultaneity	n	0.0	C2
W	simultaneous	a	3.9	B2
W	simultaneously	r	4.5	B1
W	simultaneousness	n	0.0	C2
W	simvastatin	n	0.0	C2
W	sin	nv	4.7	B1
W	sinai	n	2.9	C2
W	sinanthropus	n	0.0	C2
W	sinapis	n	0.0	C2
W	sinapism	n	0.0	C2
W	sinatra	n	3.5	C1
W	sinbad	n	0.0	C2
W	since	i	5.7	A1
W	sincere	a	4.1	B2
W	sincerely	r	3.8	B2
W	sincerity	n	4.0	B2
W	sinciput	n	0.0	C2
W	sinclair	n	0.0	C2
W	sind	n	2.9	C2
W	sindhi	n	0.0	C2
W	sine	n	3.5	C1
W	sinecure	n	0.0	C2
W	sinequan	n	0.0	C2
W	sinew	n	0.0	C2
W	sinewy	a	3.2	C1
W	sinful	a	3.4	C1
W	sinfulness	n	3.4	C1
W	sing	v	4.5	B1
W	singable	a	0.0	C2
W	singalong	n	0.0	C2
W	singan	n	0.0	C2
W	singapore	n	0.0	C2
W	singaporean	an	0.0	C2
W	singe	nv	0.0	C2
W	singer	n	3.9	B2
W	singhalese	an	0.0	C2
W	singing	an	4.6	B1
W	single	anv	5.2	A2
W	singleness	n	2.9	C2
W	singles	n	2.9	C2
W	singlestick	n	0.0	C2
W	singlet	n	0.0	C2
W	singleton	n	0.0	C2
W	singly	r	3.7	B2
W	singsong	anv	0.0	C2
W	singular	an	4.1	B2
W	singularise	v	0.0	C2
W	singularity	n	2.9	C2
W	singularize	v	0.0	C2
W	singularly	r	2.9	C2
W	singultus	n	0.0	C2
W	sinhala	an	0.0	C2
W	sinhalese	an	0.0	C2
W	sinister	a	4.0	B2
W	sinistral	a	0.0	C2
W	sinistrality	n	0.0	C2
W	sinistrorsal	a	0.0	C2
W	sinistrorse	a	0.0	C2
W	sinitic	an	0.0	C2
W	sink	nv	4.3	B1
W	sinkable	a	0.0	C2
W	sinker	n	0.0	C2
W	sinkhole	n	2.9	C2
W	sinkiang	n	0.0	C2
W	sinking	n	3.7	B2
W	sinless	a	3.4	C1
W	sinlessness	n	0.0	C2
W	sinner	n	3.8	B2
W	sinning	an	2.9	C2
W	sinningia	n	0.0	C2
W	sinologist	n	0.0	C2
W	sinology	n	0.0	C2
W	sinoper	n	0.0	C2
W	sinopia	n	0.0	C2
W	sinopis	n	0.0	C2
W	sinornis	n	0.0	C2
W	sinter	v	0.0	C2
W	sintered	a	2.9	C2
W	sinuate	a	0.0	C2
W	sinuosity	n	0.0	C2
W	sinuous	a	3.2	C1
W	sinuously	r	2.9	C2
W	sinuousness	n	2.9	C2
W	sinus	n	2.9	C2
W	sinusitis	n	0.0	C2
W	sinusoid	n	0.0	C2
W	sinusoidal	a	3.2	C1
W	sinusoidally	r	0.0	C2
W	sion	n	0.0	C2
W	siouan	an	0.0	C2
W	sioux	n	3.8	B2
W	sip	nv	3.2	C1
W	siphon	nv	0.0	C2
W	siphonaptera	n	0.0	C2
W	siphonophora	n	0.0	C2
W	siphonophore	n	0.0	C2
W	sipper	n	0.0	C2
W	sipuncula	n	0.0	C2
W	sipunculid	n	0.0	C2
W	siqueiros	n	0.0	C2
W	sir	n	4.9	A2
W	sirach	n	0.0	C2
W	siracusa	n	0.0	C2
W	sirc	n	0.0	C2
W	sirdar	n	0.0	C2
W	sire	nv	0.0	C2
W	siren	n	2.9	C2
W	sirenia	n	0.0	C2
W	sirenian	n	0.0	C2
W	sirenidae	n	0.0	C2
W	siriasis	n	0.0	C2
W	siris	n	0.0	C2
W	sirius	n	0.0	C2
W	sirloin	n	0.0	C2
W	sirocco	n	0.0	C2
W	sirrah	n	0.0	C2
W	sirup	n	0.0	C2
W	sis	n	3.4	C1
W	sisal	n	0.0	C2
W	sise	n	0.0	C2
W	sisham	n	0.0	C2
W	siskin	n	0.0	C2
W	sison	n	0.0	C2
W	siss	v	0.0	C2
W	sissified	a	0.0	C2
W	sissiness	n	0.0	C2
W	sissoo	n	0.0	C2
W	sissu	n	0.0	C2
W	sissy	an	0.0	C2
W	sissyish	a	0.0	C2
W	sister	n	4.5	B1
W	sisterhood	n	0.0	C2
W	sisterlike	a	0.0	C2
W	sisterly	a	0.0	C2
W	sistership	n	0.0	C2
W	sistrurus	n	0.0	C2
W	sisyphean	a	0.0	C2
W	sisyphus	n	0.0	C2
W	sisyridae	n	0.0	C2
W	sisyrinchium	n	0.0	C2
W	sit	v	4.8	A2
W	sita	n	0.0	C2
W	sitar	n	0.0	C2
W	sitcom	n	0.0	C2
W	site	nv	4.7	B1
W	sitka	n	0.0	C2
W	sitophylus	n	0.0	C2
W	sitotroga	n	0.0	C2
W	sitsang	n	0.0	C2
W	sitta	n	0.0	C2
W	sitter	n	4.3	B1
W	sittidae	n	0.0	C2
W	sitting	an	4.9	A2
W	situate	v	0.0	C2
W	situated	a	4.2	B1
W	situation	n	5.2	A2
W	sitwell	n	3.4	C1
W	sium	n	0.0	C2
W	siva	n	2.9	C2
W	sivaism	n	0.0	C2
W	sivan	n	0.0	C2
W	sivapithecus	n	0.0	C2
W	siwan	n	0.0	C2
W	six	amn	5.3	A2
W	sixer	n	0.0	C2
W	sixfold	ar	0.0	C2
W	sixpack	n	0.0	C2
W	sixpence	n	0.0	C2
W	sixpenny	a	0.0	C2
W	sixsome	n	0.0	C2
W	sixteen	amn	4.2	B1
W	sixteenth	an	4.0	B2
W	sixth	an	4.4	B1
W	sixthly	r	0.0	C2
W	sixties	n	4.3	B1
W	sixtieth	an	0.0	C2
W	sixty	amn	4.3	B1
W	sizable	a	4.1	B2
W	size	anv	5.1	A2
W	sizeable	a	2.9	C2
W	sizeableness	n	0.0	C2
W	sized	a	3.5	C1
W	sizing	n	0.0	C2
W	sizz	v	0.0	C2
W	sizzle	nv	2.9	C2
W	sizzling	a	3.2	C1
W	sjaelland	n	0.0	C2
W	skag	n	0.0	C2
W	skagerak	n	0.0	C2
W	skagerrak	n	0.0	C2
W	skagit	n	0.0	C2
W	skagway	n	0.0	C2
W	skanda	n	0.0	C2
W	skank	nv	0.0	C2
W	skanky	a	0.0	C2
W	skate	nv	2.9	C2
W	skateboard	nv	0.0	C2
W	skateboarder	n	0.0	C2
W	skateboarding	n	0.0	C2
W	skater	n	0.0	C2
W	skating	n	3.2	C1
W	skaw	n	0.0	C2
W	skeat	n	0.0	C2
W	skedaddle	nv	0.0	C2
W	skeet	n	3.2	C1
W	skeg	n	0.0	C2
W	skein	n	0.0	C2
W	skeletal	a	4.0	B2
W	skeleton	n	3.2	C1
W	skep	n	0.0	C2
W	skepful	n	0.0	C2
W	skeptic	n	0.0	C2
W	skeptical	a	3.8	B2
W	skeptically	r	2.9	C2
W	skepticism	n	3.6	B2
W	sketch	nv	4.1	B2
W	sketchbook	n	3.2	C1
W	sketcher	n	0.0	C2
W	sketchily	r	0.0	C2
W	sketchiness	n	0.0	C2
W	sketchy	a	0.0	C2
W	skew	av	0.0	C2
W	skewed	a	0.0	C2
W	skewer	nv	2.9	C2
W	skewness	n	0.0	C2
W	ski	nv	3.6	B2
W	skiagram	n	0.0	C2
W	skiagraph	n	0.0	C2
W	skiagraphy	n	0.0	C2
W	skibob	n	0.0	C2
W	skid	nv	3.2	C1
W	skidder	n	0.0	C2
W	skidpan	n	0.0	C2
W	skier	n	0.0	C2
W	skiff	n	3.9	B2
W	skiffle	n	0.0	C2
W	skiing	n	3.8	B2
W	skilful	a	2.9	C2
W	skilfully	r	2.9	C2
W	skill	n	4.6	B1
W	skilled	a	4.4	B1
W	skillet	n	3.2	C1
W	skilletfish	n	0.0	C2
W	skillful	a	3.9	B2
W	skillfully	r	3.6	B2
W	skillfulness	n	2.9	C2
W	skilly	n	0.0	C2
W	skim	anv	0.0	C2
W	skimcoat	v	0.0	C2
W	skimmed	a	3.6	B2
W	skimmer	n	0.0	C2
W	skimming	n	3.5	C1
W	skimp	v	0.0	C2
W	skimpily	r	0.0	C2
W	skimpy	a	2.9	C2
W	skin	nv	4.6	B1
W	skincare	n	0.0	C2
W	skinflint	n	0.0	C2
W	skinful	n	0.0	C2
W	skinhead	n	0.0	C2
W	skinheads	n	0.0	C2
W	skink	n	0.0	C2
W	skinless	a	3.5	C1
W	skinned	a	0.0	C2
W	skinner	n	2.9	C2
W	skinnerian	an	0.0	C2
W	skinniness	n	0.0	C2
W	skinny	an	3.9	B2
W	skint	a	0.0	C2
W	skintight	a	0.0	C2
W	skip	nv	3.6	B2
W	skipjack	n	3.5	C1
W	skipper	nv	2.9	C2
W	skirl	nv	0.0	C2
W	skirmish	nv	3.5	C1
W	skirmisher	n	0.0	C2
W	skirret	n	0.0	C2
W	skirt	nv	4.3	B1
W	skirting	a	2.9	C2
W	skit	n	2.9	C2
W	skitter	v	0.0	C2
W	skittish	a	0.0	C2
W	skittishly	r	0.0	C2
W	skittishness	n	0.0	C2
W	skittle	nv	0.0	C2
W	skittles	n	0.0	C2
W	skive	v	0.0	C2
W	skivvies	n	0.0	C2
W	skivvy	n	0.0	C2
W	skopje	n	0.0	C2
W	skoplje	n	0.0	C2
W	skreak	v	0.0	C2
W	skreigh	v	0.0	C2
W	skua	n	0.0	C2
W	skuld	n	0.0	C2
W	skulduggery	n	0.0	C2
W	skulk	v	2.9	C2
W	skulker	n	0.0	C2
W	skulking	n	0.0	C2
W	skull	n	3.4	C1
W	skullcap	n	3.4	C1
W	skullduggery	n	0.0	C2
W	skunk	nv	0.0	C2
W	skunkbush	n	0.0	C2
W	skunkweed	n	0.0	C2
W	sky	nv	4.7	B1
W	skybox	n	0.0	C2
W	skycap	n	0.0	C2
W	skydive	v	0.0	C2
W	skydiver	n	0.0	C2
W	skydiving	n	0.0	C2
W	skyhook	n	0.0	C2
W	skyjack	v	0.0	C2
W	skylab	n	0.0	C2
W	skylark	nv	2.9	C2
W	skylight	n	2.9	C2
W	skyline	n	3.6	B2
W	skyrocket	nv	0.0	C2
W	skyros	n	4.2	B1
W	skysail	n	0.0	C2
W	skyscraper	n	3.2	C1
W	skywalk	n	0.0	C2
W	skyward	ar	0.0	C2
W	skywards	r	0.0	C2
W	skywave	n	4.4	B1
W	skyway	n	2.9	C2
W	skywriting	n	0.0	C2
W	sl	n	2.9	C2
W	slab	n	3.9	B2
W	slabber	v	0.0	C2
W	slack	anv	3.9	B2
W	slacken	v	0.0	C2
W	slackening	n	3.2	C1
W	slacker	n	0.0	C2
W	slacking	n	2.9	C2
W	slackly	r	0.0	C2
W	slackness	n	0.0	C2
W	slacks	n	3.8	B2
W	slag	nv	0.0	C2
W	slagheap	n	0.0	C2
W	slain	an	0.0	C2
W	slake	v	0.0	C2
W	slaked	a	3.4	C1
W	slalom	nv	0.0	C2
W	slam	nv	3.4	C1
W	slammer	n	0.0	C2
W	slander	nv	0.0	C2
W	slanderer	n	3.4	C1
W	slanderous	a	2.9	C2
W	slanderously	r	0.0	C2
W	slang	nv	3.2	C1
W	slangily	r	0.0	C2
W	slanginess	n	0.0	C2
W	slanguage	n	0.0	C2
W	slangy	a	0.0	C2
W	slant	nv	3.4	C1
W	slanted	a	3.4	C1
W	slanting	a	3.5	C1
W	slantingly	r	0.0	C2
W	slantways	r	0.0	C2
W	slantwise	r	0.0	C2
W	slap	nrv	3.2	C1
W	slapdash	ar	0.0	C2
W	slaphappy	a	0.0	C2
W	slapper	n	0.0	C2
W	slapshot	n	0.0	C2
W	slapstick	an	3.2	C1
W	slash	nv	3.4	C1
W	slashed	a	3.9	B2
W	slasher	n	0.0	C2
W	slashing	a	3.6	B2
W	slask	n	0.0	C2
W	slat	nv	3.2	C1
W	slate	nv	3.9	B2
W	slater	n	3.6	B2
W	slatey	a	0.0	C2
W	slather	v	0.0	C2
W	slating	n	0.0	C2
W	slattern	n	0.0	C2
W	slatternliness	n	0.0	C2
W	slatternly	a	0.0	C2
W	slaty	a	0.0	C2
W	slaughter	nv	3.9	B2
W	slaughterer	n	0.0	C2
W	slaughterhouse	n	0.0	C2
W	slaughterous	a	0.0	C2
W	slav	an	0.0	C2
W	slave	nv	4.4	B1
W	slaveholder	n	0.0	C2
W	slaveholding	an	0.0	C2
W	slaveless	a	0.0	C2
W	slavelike	a	0.0	C2
W	slaver	nv	0.0	C2
W	slavery	n	4.5	B1
W	slavey	n	0.0	C2
W	slavic	an	3.2	C1
W	slavish	a	2.9	C2
W	slavishly	r	0.0	C2
W	slavonic	an	0.0	C2
W	slaw	n	0.0	C2
W	slay	v	0.0	C2
W	slayer	n	0.0	C2
W	slaying	n	3.4	C1
W	sle	n	0.0	C2
W	sleaze	n	0.0	C2
W	sleaziness	n	0.0	C2
W	sleazy	a	0.0	C2
W	sled	nv	0.0	C2
W	sledder	n	0.0	C2
W	sledding	n	3.2	C1
W	sledge	nv	0.0	C2
W	sledgehammer	nv	0.0	C2
W	sleek	av	3.2	C1
W	sleekly	r	0.0	C2
W	sleekness	n	0.0	C2
W	sleep	nv	4.7	B1
W	sleeper	n	2.9	C2
W	sleepily	r	3.4	C1
W	sleepiness	n	0.0	C2
W	sleeping	an	4.5	B1
W	sleepless	a	2.9	C2
W	sleeplessly	r	2.9	C2
W	sleeplessness	n	0.0	C2
W	sleepover	n	0.0	C2
W	sleepwalk	v	0.0	C2
W	sleepwalker	n	2.9	C2
W	sleepwalking	n	0.0	C2
W	sleepwear	n	0.0	C2
W	sleepy	a	3.7	B2
W	sleepyhead	n	0.0	C2
W	sleepyheaded	a	0.0	C2
W	sleet	nv	2.9	C2
W	sleety	a	0.0	C2
W	sleeve	n	4.0	B2
W	sleeved	a	0.0	C2
W	sleeveless	a	0.0	C2
W	sleigh	nv	0.0	C2
W	sleight	n	2.9	C2
W	slender	a	4.2	B1
W	slenderise	v	0.0	C2
W	slenderize	v	0.0	C2
W	slenderly	r	0.0	C2
W	slenderness	n	0.0	C2
W	sleuth	nv	0.0	C2
W	sleuthhound	n	0.0	C2
W	sleuthing	n	2.9	C2
W	slew	nv	0.0	C2
W	slews	n	0.0	C2
W	slezsko	n	0.0	C2
W	slice	nv	4.0	B2
W	sliced	a	3.5	C1
W	slicer	n	0.0	C2
W	slicing	n	0.0	C2
W	slick	anv	3.8	B2
W	slicked	a	0.0	C2
W	slicker	n	3.4	C1
W	slickly	r	0.0	C2
W	slickness	n	0.0	C2
W	slide	nv	4.2	B1
W	slider	n	0.0	C2
W	slideway	n	0.0	C2
W	sliding	a	4.0	B2
W	slight	anv	4.7	B1
W	slighting	a	0.0	C2
W	slightingly	r	0.0	C2
W	slightly	r	4.9	A2
W	slightness	n	0.0	C2
W	slim	av	4.2	B1
W	slime	nv	0.0	C2
W	slimed	a	2.9	C2
W	sliminess	n	0.0	C2
W	slimly	r	2.9	C2
W	slimness	n	0.0	C2
W	slimy	a	0.0	C2
W	sling	nv	2.9	C2
W	slingback	n	0.0	C2
W	slinger	n	0.0	C2
W	slinging	n	2.9	C2
W	slingshot	n	2.9	C2
W	slink	v	0.0	C2
W	slip	nv	4.2	B1
W	slipcover	n	0.0	C2
W	slipknot	n	0.0	C2
W	slipover	n	0.0	C2
W	slippage	n	2.9	C2
W	slipper	n	3.4	C1
W	slippered	a	0.0	C2
W	slipperiness	n	0.0	C2
W	slipperwort	n	0.0	C2
W	slippery	a	3.6	B2
W	slipping	a	3.8	B2
W	slippy	a	0.0	C2
W	slipshod	a	0.0	C2
W	slipstick	n	0.0	C2
W	slipstream	n	2.9	C2
W	slipway	n	0.0	C2
W	slit	nv	3.7	B2
W	slither	v	0.0	C2
W	slithering	a	0.0	C2
W	slithery	a	0.0	C2
W	sliver	nv	0.0	C2
W	slivery	a	2.9	C2
W	slivovitz	n	0.0	C2
W	sloanea	n	0.0	C2
W	slob	n	3.5	C1
W	slobber	nv	0.0	C2
W	slobberer	n	0.0	C2
W	sloe	n	3.2	C1
W	slog	v	0.0	C2
W	slogan	n	3.8	B2
W	sloganeer	nv	0.0	C2
W	sloganeering	n	2.9	C2
W	slogger	n	0.0	C2
W	sloop	n	2.9	C2
W	slop	nv	3.2	C1
W	slope	nv	4.2	B1
W	sloped	a	0.0	C2
W	sloping	a	3.8	B2
W	slopingly	r	0.0	C2
W	slopped	a	2.9	C2
W	sloppily	r	2.9	C2
W	sloppiness	n	0.0	C2
W	sloppy	a	3.4	C1
W	slops	n	0.0	C2
W	slopseller	n	0.0	C2
W	slopshop	n	0.0	C2
W	slosh	v	0.0	C2
W	sloshed	a	2.9	C2
W	slot	nv	3.7	B2
W	sloth	n	0.0	C2
W	slothful	a	2.9	C2
W	slothfulness	n	0.0	C2
W	slouch	nv	2.9	C2
W	sloucher	n	0.0	C2
W	slouchily	r	0.0	C2
W	slouchingly	r	0.0	C2
W	slouchy	a	0.0	C2
W	slough	nv	2.9	C2
W	sloughing	n	0.0	C2
W	sloughy	a	0.0	C2
W	slovak	n	0.0	C2
W	slovakia	n	0.0	C2
W	slovakian	a	0.0	C2
W	sloven	n	0.0	C2
W	slovene	n	0.0	C2
W	slovenia	n	0.0	C2
W	slovenian	an	0.0	C2
W	slovenija	n	0.0	C2
W	slovenliness	n	2.9	C2
W	slovenly	a	3.4	C1
W	slow	arv	4.7	B1
W	slowcoach	n	0.0	C2
W	slowdown	n	0.0	C2
W	slower	r	3.9	B2
W	slowest	r	3.2	C1
W	slowgoing	a	0.0	C2
W	slowing	n	3.7	B2
W	slowly	r	5.0	A2
W	slowness	n	3.5	C1
W	slowpoke	n	0.0	C2
W	slowworm	n	0.0	C2
W	sls	n	0.0	C2
W	slub	n	0.0	C2
W	slubbed	a	0.0	C2
W	sludge	n	3.5	C1
W	slue	v	0.0	C2
W	slug	nv	3.9	B2
W	slugabed	n	0.0	C2
W	slugfest	n	0.0	C2
W	sluggard	n	0.0	C2
W	slugger	n	3.5	C1
W	sluggish	a	3.2	C1
W	sluggishly	r	3.2	C1
W	sluggishness	n	0.0	C2
W	sluice	nv	3.2	C1
W	sluicegate	n	0.0	C2
W	sluiceway	n	0.0	C2
W	sluicing	a	2.9	C2
W	slum	nv	3.8	B2
W	slumber	nv	3.4	C1
W	slumberer	n	0.0	C2
W	slumberous	a	0.0	C2
W	slumbery	a	0.0	C2
W	slumbrous	a	0.0	C2
W	slumgullion	n	0.0	C2
W	slummy	a	0.0	C2
W	slump	nv	3.8	B2
W	slur	nv	0.0	C2
W	slurp	v	0.0	C2
W	slurred	a	0.0	C2
W	slurry	n	0.0	C2
W	slush	nv	0.0	C2
W	slushy	a	0.0	C2
W	slut	n	0.0	C2
W	sluttish	a	0.0	C2
W	sluttishness	n	0.0	C2
W	sly	a	3.6	B2
W	slyboots	n	0.0	C2
W	slyly	r	3.2	C1
W	slyness	n	2.9	C2
W	sm	n	0.0	C2
W	smack	nrv	3.5	C1
W	smacker	n	0.0	C2
W	smacking	n	0.0	C2
W	small	anr	5.7	A1
W	smaller	a	4.8	A2
W	smalley	n	0.0	C2
W	smallholder	n	0.0	C2
W	smallholding	n	0.0	C2
W	smallish	a	2.9	C2
W	smallmouth	n	0.0	C2
W	smallness	n	3.2	C1
W	smallpox	n	3.2	C1
W	smaltite	n	0.0	C2
W	smarm	n	0.0	C2
W	smarmily	r	0.0	C2
W	smarminess	n	0.0	C2
W	smarmy	a	0.0	C2
W	smart	anv	4.3	B1
W	smarta	n	0.0	C2
W	smarting	n	0.0	C2
W	smartly	r	3.5	C1
W	smartness	n	0.0	C2
W	smash	nrv	3.5	C1
W	smashed	a	4.1	B2
W	smasher	n	0.0	C2
W	smashing	an	2.9	C2
W	smashingly	r	0.0	C2
W	smatter	v	0.0	C2
W	smattering	n	0.0	C2
W	smear	nv	3.2	C1
W	smegma	n	0.0	C2
W	smell	nv	4.5	B1
W	smelling	an	3.6	B2
W	smelly	a	0.0	C2
W	smelt	nv	3.4	C1
W	smelter	n	0.0	C2
W	smeltery	n	0.0	C2
W	smetana	n	0.0	C2
W	smew	n	0.0	C2
W	smidge	n	0.0	C2
W	smidgen	n	0.0	C2
W	smidgeon	n	0.0	C2
W	smidgin	n	0.0	C2
W	smilacaceae	n	0.0	C2
W	smilax	n	0.0	C2
W	smile	nv	4.7	B1
W	smiledon	n	0.0	C2
W	smiler	n	0.0	C2
W	smiley	n	0.0	C2
W	smiling	an	4.5	B1
W	smilingly	r	3.2	C1
W	smilo	n	0.0	C2
W	smirch	nv	0.0	C2
W	smirk	nv	3.4	C1
W	smirker	n	0.0	C2
W	smitane	n	0.0	C2
W	smite	v	0.0	C2
W	smith	n	4.7	B1
W	smithereens	n	3.2	C1
W	smithy	n	2.9	C2
W	smitten	a	2.9	C2
W	smock	nv	0.0	C2
W	smocking	n	0.0	C2
W	smog	n	2.9	C2
W	smogginess	n	0.0	C2
W	smoggy	a	0.0	C2
W	smoke	nv	4.5	B1
W	smoked	a	3.9	B2
W	smokehouse	n	3.2	C1
W	smokeless	a	0.0	C2
W	smoker	n	0.0	C2
W	smokescreen	n	2.9	C2
W	smokestack	n	0.0	C2
W	smoking	an	3.8	B2
W	smoky	a	3.6	B2
W	smolder	nv	0.0	C2
W	smoldering	a	3.2	C1
W	smolderingly	r	2.9	C2
W	smolensk	n	0.0	C2
W	smollett	n	0.0	C2
W	smooch	nv	0.0	C2
W	smooching	n	2.9	C2
W	smooth	anv	4.6	B1
W	smoothbark	n	0.0	C2
W	smoothbore	an	2.9	C2
W	smoothed	a	3.8	B2
W	smoothen	v	0.0	C2
W	smoothened	a	0.0	C2
W	smoother	n	3.4	C1
W	smoothhound	n	0.0	C2
W	smoothie	n	0.0	C2
W	smoothly	r	4.0	B2
W	smoothness	n	3.6	B2
W	smoothy	n	0.0	C2
W	smorgasbord	n	0.0	C2
W	smother	nv	0.0	C2
W	smothered	a	3.7	B2
W	smotherer	n	0.0	C2
W	smothering	a	2.9	C2
W	smoulder	nv	0.0	C2
W	smouldering	a	0.0	C2
W	smoulderingly	r	0.0	C2
W	smsgt	n	0.0	C2
W	smudge	nv	0.0	C2
W	smudgy	a	0.0	C2
W	smug	a	3.8	B2
W	smuggle	v	2.9	C2
W	smuggled	a	3.4	C1
W	smuggler	n	0.0	C2
W	smuggling	n	2.9	C2
W	smugly	r	0.0	C2
W	smugness	n	0.0	C2
W	smut	nv	0.0	C2
W	smutch	v	0.0	C2
W	smuts	n	0.0	C2
W	smuttily	r	0.0	C2
W	smuttiness	n	0.0	C2
W	smutty	a	0.0	C2
W	smyrna	n	0.0	C2
W	smyrnium	n	0.0	C2
W	sn	n	0.0	C2
W	snack	nv	3.7	B2
W	snacker	n	0.0	C2
W	snaffle	nv	0.0	C2
W	snafu	anv	0.0	C2
W	snag	nv	3.4	C1
W	snail	nv	2.9	C2
W	snailfish	n	0.0	C2
W	snailflower	n	0.0	C2
W	snake	nv	4.6	B1
W	snakeberry	n	0.0	C2
W	snakebird	n	0.0	C2
W	snakebite	n	0.0	C2
W	snakeblenny	n	0.0	C2
